,DATE,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Total Cloud Cover [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Snow Depth [cm],Moisture,Albedo (CMP11)
335,2000-12-01,138.256,0.878917,182.2373,2.259,-1.8559999999999999,-7.9165,45.09,97.0,3.95,40.21,817.0424999999999,0.0,0.378,0.0,0.24555
336,2000-12-02,306.6275,514.2570000000001,180.02983,-2.2359999999999998,-5.812,-13.084,38.285,29.0,2.7,33.515,826.1485,0.0,0.358,0.0,0.28185
337,2000-12-03,425.869,980.137,180.05685,6.309,-1.228,-16.792,14.32,9.0,1.95,132.7,822.1669999999998,0.0,0.35600000000000004,0.0,0.2734
338,2000-12-04,414.373,959.2665,180.08118000000002,13.52,3.8195,-9.744499999999999,17.645,11.0,2.2,126.4,822.168,0.0,0.3005,0.0,0.24985000000000002
339,2000-12-05,411.46,955.09,180.10294,9.98,2.08,-9.452,22.74,10.0,2.45,143.0,825.591,0.0,0.434,0.0,0.2475
340,2000-12-06,415.27450000000005,974.975,180.12225999999998,13.935,3.4760000000000004,-12.946,12.85,12.0,2.45,123.15,820.921,0.0,0.371,0.0,0.2481
341,2000-12-07,416.759,988.576,180.009255,14.07,3.1985,-13.717500000000001,12.035,12.0,2.2,127.65,824.386,0.0,0.3355,0.0,0.2502
342,2000-12-08,404.147,917.442,180.02428,16.17,4.627,-10.727,13.25,17.0,1.95,128.7,821.3939999999999,0.0,0.294,0.0,0.2474
343,2000-12-09,417.22950000000003,1001.77,180.03724,15.97,4.2395,-16.119500000000002,8.105,12.0,1.95,113.75,817.407,0.0,0.2605,0.0,0.25185
344,2000-12-10,185.295,6.13753,180.04828,4.146,-1.034,-9.657,32.2,98.0,1.7,52.64,814.454,0.0,0.309,0.0,0.2048
345,2000-12-11,140.62150000000003,0.83941,181.34975500000002,-4.742,-5.285499999999999,-5.843,91.6,97.0,1.7,29.740000000000002,811.6309999999999,0.0,2.3675,1.0,0.6647
346,2000-12-12,143.13299999999998,1.254185,179.936115,-5.6675,-6.436999999999999,-7.878,83.7,97.0,0.7,18.060000000000002,809.2185,2.794,2.4745,0.0,0.6151
347,2000-12-13,390.74699999999996,936.7125,180.07141000000001,-0.335,-3.8129999999999997,-9.817499999999999,45.435,7.0,1.95,128.8,818.025,2.794,3.3280000000000003,0.0,0.7427999999999999
348,2000-12-14,254.777,52.0832,180.07634,0.205,-3.565,-10.63,40.2,96.0,2.45,28.74,810.047,0.0,3.352,0.0,0.6431
349,2000-12-15,341.309,603.925,179.95141999999996,-0.652,-3.614,-8.7,53.0,37.0,1.45,64.42,814.686,4.064,8.16,0.0,0.7807
350,2000-12-16,397.177,889.9989999999998,180.08302,4.092,-1.231,-9.954,32.45,20.0,4.7,284.0,814.4010000000002,0.0,0.601,0.0,0.605
351,2000-12-17,288.078,285.9770000000001,179.95655,8.45,1.395,-9.422,25.81,48.0,0.95,87.0,809.806,0.0,0.35600000000000004,0.0,0.3895
352,2000-12-18,103.886,0.957917,185.9869,0.136,-0.919,-1.649,88.3,96.0,1.2,165.6,816.738,1.27,0.532,1.0,0.7132
353,2000-12-19,225.926,737.6910000000003,180.08764,5.785500000000001,-0.317,-9.641,29.064999999999998,56.5,4.95,285.85,814.3005,0.0,0.4005,0.0,0.42865
354,2000-12-20,130.362,1.27886,182.27170999999998,10.11,2.7265,-7.2735,27.630000000000003,96.0,3.45,144.2,812.7860000000001,0.0,0.2995,0.0,0.2694
355,2000-12-21,224.08350000000002,49.90755,180.08895,11.239999999999998,4.3505,-3.438,34.45,67.0,7.7,275.05,817.1650000000001,0.0,0.457,0.0,0.2222
356,2000-12-22,391.598,955.6569999999999,179.961045,15.274999999999999,4.5915,-8.7705,15.37,12.0,4.075,257.1,803.5229999999999,0.0,0.532,0.0,0.24214999999999998
357,2000-12-23,275.017,412.789,180.09025,-3.919,-7.138999999999999,-14.657499999999999,37.53,32.0,3.95,108.94999999999999,817.3725,0.0,0.4025,0.0,0.23399999999999999
358,2000-12-24,378.47900000000004,841.5525,179.96269,9.35,1.329,-11.1615,20.16,14.0,6.45,277.4,819.8005,0.0,0.4505,0.0,0.24435
359,2000-12-25,398.685,961.458,179.96406000000005,14.06,3.653,-12.751,14.11,12.0,2.45,129.2,817.4119999999998,0.0,0.504,0.0,0.2476
360,2000-12-26,395.184,945.459,180.09467,14.62,3.64,-12.724,12.82,14.0,2.7,132.2,810.6139999999998,0.0,0.667,0.0,0.2399
361,2000-12-27,364.64,812.444,179.96856,5.155,-1.204,-12.259,23.57,13.0,5.7,271.3,813.8939999999999,0.0,0.505,0.0,0.2429
362,2000-12-28,70.0653,0.7604,182.6782,-2.877,-3.365,-3.953,92.1,97.0,2.2,44.51,816.998,0.0,0.429,0.0,0.2028
363,2000-12-29,284.446,278.398,179.97632,-0.495,-2.175,-4.689,70.7,52.0,1.7,119.7,810.091,5.8420000000000005,4.234,0.0,0.6909
364,2000-12-30,409.7845,964.615,179.98175500000002,3.8259999999999996,-1.8165,-12.943,22.055,8.0,1.825,95.65,815.4580000000001,0.0,3.584,0.0,0.57905
365,2000-12-31,379.734,884.337,179.47096000000005,4.717,-0.531,-8.996,34.29,10.0,1.2,23.56,811.8919999999998,0.0,2.824,0.0,0.4299
